book_availability_id,library_id,book_id,copies
172614638,234,88386,4
628439363,985,95683,8
457773214,543,53734,4
458537627,985,92147,1
533114875,657,94998,4
596149661,234,78365,9
246681479,233,93322,6
426339434,233,16168,9
978558167,543,12731,3
153218927,657,71161,3
946971724,985,13381,2
237933128,234,97514,9
333691225,985,32463,7
127318173,233,57137,8
687151633,657,94923,2
962727389,233,42869,7
191751819,234,23261,1
195327976,985,59335,6
941945297,234,67814,6
539222325,543,44147,5
714765495,233,93934,8
797753315,657,38366,8
948472124,234,42551,4
877185477,543,92591,4
286877965,234,97472,5
828444462,657,18288,1
183971422,543,33326,8
359756529,985,53169,1
977634487,543,64858,9
351812836,234,92339,3
883734115,985,54996,4
886148635,985,19151,6
322215566,543,77594,2
723939247,657,94777,9
385444292,657,99459,7
552285313,657,47122,1
458467285,985,12262,6
751198319,543,83285,5
948988455,985,65393,4
934453845,985,48648,5
426848717,233,14565,7
147728626,543,89618,8
597938181,233,43671,6
184892395,657,22862,7
747431261,657,84169,7
712361952,543,64289,7
628786991,985,74899,5
695959216,985,13214,1
516583271,985,26692,5
757818664,234,18792,3
596139767,234,95849,4
835898213,234,87338,1
643255839,233,74354,1
722632871,234,72377,7
663714886,985,52679,8
838911367,543,94734,9
429315392,233,93529,8
674892912,985,72376,1
237797471,233,17123,8
721254879,543,18886,4
665688836,233,87965,3
927668295,234,23613,1
326716422,234,46745,7
929364952,985,58987,2
281298275,234,88657,9
854881663,985,37685,7
366149417,985,82239,5
979795772,543,97511,2
453382655,985,46139,2
279461227,233,39366,5
999166538,657,75314,6
743876918,985,63244,6
936384572,543,62184,9
574427674,543,69676,6
172834281,234,19736,8
366772589,233,49165,4
766795714,233,66682,6
429714997,233,38919,9
911764885,543,78339,1
782425128,234,84591,8
367268879,233,76423,8
935564642,657,19997,8
633182451,543,94628,7
439841254,985,73656,1
171689987,233,74898,5
891966368,657,91235,8
948131547,233,75417,3
721715749,985,45522,5
424667784,234,62713,8
111454258,234,57342,3
266475292,543,11828,3
612373941,234,93956,4
772581416,985,58691,5
147688146,234,35242,8
445925994,233,75383,7
684534912,543,23439,4
919154766,985,77534,5
581287399,657,53886,6
819889175,657,24923,5
164396525,543,23629,9
663224318,543,73738,8
683856952,657,19569,6
943718418,985,85779,4
968921582,233,32214,2
669944551,657,47212,4
768343966,543,87676,8
146616333,234,77719,1
799995211,543,65566,5
545316283,234,23655,7
774366816,657,44879,9
745667214,985,77756,7
262362886,543,75423,1
811387621,234,91958,1
391189299,543,17437,9
532117513,234,37477,8
815958983,233,83956,6
739556463,233,28884,5
842682438,233,85119,5
811243125,985,25356,9
696479322,657,57576,8
545816991,234,59278,1
446827393,657,13924,3
687849973,657,27335,8
339928413,233,25984,3
381298268,985,28294,8
316737468,543,36494,1
171768832,657,46988,1
584248345,985,64548,3
749489748,234,44242,6
928535748,543,82197,7
713981682,233,15987,3
412764855,234,16878,6
144584996,543,15277,1
154345568,985,27343,4
566553712,234,32799,3
628575744,543,77728,4
669139529,657,53341,3
257379311,234,36426,9
473511799,543,83615,7
363571584,234,63695,7
551899733,657,18195,3
954164455,985,79192,6
941284388,233,99931,2
984122239,543,75681,6
727573673,543,55529,3
462957852,234,14211,4
212711667,233,24954,3
445176756,985,52879,9
628193356,657,39888,5
546968499,234,69924,7
528262543,985,74961,2
739172231,543,96566,1
322616581,234,15774,8
755846945,233,43669,5
329715743,543,52297,5
125593836,657,19491,5
176577781,233,67559,7
394622172,543,49931,1
162558196,657,38858,1
632654448,985,43776,4
538575143,543,96734,2
643717619,543,78935,8
236198946,985,69761,7
231981638,985,17383,1
351663967,234,61135,6
231588962,234,11384,4
649974739,543,37656,9
977294469,234,98596,9
696457372,234,78839,2
729242327,985,24441,9
978234649,234,57353,6
618982247,985,87191,2
643785237,985,43286,2
715765353,543,72942,1
688423378,985,84838,7
623866396,985,61529,2
573674879,234,73542,9
313897569,543,57492,6
256275533,234,83958,1
878144881,543,96534,6
489532735,657,64192,2
413255248,985,83194,7
524881819,543,28876,4
475451114,543,45938,4
549653417,543,24982,4
688954948,234,61516,5
465272588,985,52816,2
893356186,233,75226,6
477193156,985,16834,6
432299889,543,69881,3
448373637,985,72785,8
788423462,657,78838,7
726555883,985,36861,4
293486543,985,99338,8
542689431,985,24277,4
153614463,543,35425,5
177214161,985,51195,6
789497968,234,42786,3
829794692,543,52816,6
635997452,233,67377,6
798967427,543,81536,1
526667178,543,21958,9
692164424,233,28618,7
574516889,233,31981,3
353646372,233,14768,8
119846368,234,86594,1
916885757,657,12692,7
434714321,657,25224,2
624448522,233,63823,1
817749586,234,28851,6
447362739,543,67196,3
924249614,657,12578,1
221285253,985,32766,6
934186212,234,44459,2
557652156,233,65938,7
482148927,233,59599,2
899988264,234,61925,7
831267963,233,23726,4
428438697,657,35569,7
278278628,657,99852,1
479698332,985,41219,5
253736326,233,28728,6
345568785,233,94518,7
577822218,234,47674,4
154462166,657,91836,4
399654673,543,81911,8
635329718,543,89568,6
555683442,657,39568,2
224841231,543,27571,1
475744186,657,75999,7
823912377,543,67947,3
337818394,985,95946,2
774363438,657,44511,1
923984961,233,23666,6
147993319,233,68924,9
229653914,233,27427,7
655824562,657,29144,5
534288557,234,28514,2
853723754,234,52344,7
849921357,233,13722,1
141719261,543,89795,6
626924148,543,42298,3
991468348,657,95514,4
264899471,233,55514,1
115721637,543,69674,7
215235712,543,61543,8
245775914,234,54918,5
843141711,234,63552,5
149754933,543,27137,6
937233272,234,92577,4
694442388,543,68416,7
662678393,657,95315,6
131325719,985,77727,3
942336726,543,55187,3
452114794,657,82498,1
717849372,985,67887,6
141927458,234,93442,2
565345385,234,48128,3
397751592,233,86396,8
415565517,657,97312,1
692537322,233,72126,5
251968822,657,13633,5
913386594,985,51892,2
829983195,985,63469,8
143155942,543,49682,7
333666488,234,67138,2
579442678,234,62495,5
138183464,234,73862,7
794598677,234,78714,1
219378114,233,68937,7
737942833,234,64747,2
362358531,657,57283,2
213129386,233,64898,1
243792685,233,63889,5
596954436,543,69263,8
162788767,233,59158,8
819715815,985,31398,2
484621233,657,26658,7
521863673,543,59255,5
811388961,543,27879,8
831935989,657,87677,6
415547773,543,85169,5
532332997,543,44242,4
826277971,234,94467,3
978632942,985,43967,1
873664346,985,69529,9
595637549,657,23942,7
784691635,234,23899,6
543719938,657,36275,5
482781141,233,22516,4
142142191,985,49658,9
166542819,985,73563,9
578317938,234,75144,1
973658771,657,78472,2
413478383,985,99382,5
561276287,657,13378,7
939688353,985,17931,4
764596132,657,35227,6
892123896,234,56799,1
885616731,985,66489,1
754639382,234,84532,9
139891877,233,53887,8
651855891,543,95971,6
839126458,543,72295,1
334169553,985,18954,4
647458435,234,38314,2
928651327,657,94592,2
123424183,233,23753,5
377246984,543,14187,7
248361981,234,45179,7
134553162,234,82719,3
832139522,543,22818,8
947869836,985,86154,4
343435321,233,13742,2
744752641,543,77425,4
573433261,657,74544,2
948272135,234,72936,9
941171281,985,36339,8
758239523,234,56364,5
371391526,657,58428,8
436344777,543,63275,1
714856317,234,12941,1
697729164,233,95611,7
232551973,543,36233,8
913495951,233,81159,8
294473891,234,82276,9
927914162,233,13475,4
228979234,234,35844,8
331113299,985,25937,1
915718871,234,35955,1
666451361,234,19597,9
711982596,234,66623,5
999461937,543,59934,2
248554282,233,98886,6
493458666,985,68874,7
645134945,985,24373,7
185494457,234,52967,2
397271418,233,99984,2
513514323,657,44196,3
164361698,543,63886,7
786293191,985,16328,4
599936267,543,21229,6
835333873,233,53965,5
854316591,657,39494,3
657238261,233,77581,7
745521968,985,75124,5
531122522,543,14465,3
783897383,234,13392,9
844397827,234,78793,1
446837929,657,85827,3
463292867,543,59638,7
741819667,543,73945,5
399873749,657,63829,8
225184362,543,99328,2
127743943,657,31111,2
617999231,234,52664,5
784875446,234,91285,8
355842418,657,76446,4
374142941,985,55495,7
186773669,657,15468,4
764259729,657,51671,2
356628457,657,27224,2
588389297,543,65648,4
594629613,234,21793,3
437687694,985,19214,1
167157172,233,56137,7
113365979,234,24599,7
671992861,657,88441,9
129752823,543,72568,7
773673627,234,99921,6
657715867,233,61825,5
629555535,234,82685,4
783986321,233,19885,1
982647844,233,63334,9
351847113,657,82685,5
696536925,233,83283,2
333167984,657,46318,7
277856866,234,81939,5
414178684,543,32185,7
113459185,657,18699,4
636779152,234,92536,7
396451432,233,16858,2
796187674,657,94685,4
456156476,543,87393,9
792482565,234,26821,6
321468586,985,28835,7
448111475,543,82465,8
151735426,985,55836,1
835713548,233,78862,9
587357192,234,56735,4
959654777,657,23131,9
886925414,234,65248,1
312414282,985,44659,3
844322175,657,89656,8
999635823,657,92583,5
838249643,543,28365,1
663936531,543,84775,1
212864675,543,83496,5
217962198,543,58749,2
993539756,657,58266,9
161882325,657,16236,1
853833754,234,32641,2
172273849,233,12159,8
867587232,543,23711,6
156227182,657,98114,8
731428495,985,57576,7
657958913,233,73226,6
126835467,543,59261,7
221495513,657,26259,9
523534887,657,22646,8
937697274,985,56931,6
833612685,657,35439,4
735457546,985,87183,5
857449193,657,95359,3
349372592,234,68456,7
683277441,234,26728,3
378759725,233,41757,2
775131342,233,85788,6
699757311,985,46158,1
113968121,233,97451,6
926632611,657,42291,8
238281919,234,81368,6
131476188,985,31524,6
464716791,233,25396,7
115344172,234,36655,5
755464255,233,56377,3
917393676,234,92314,6
734645529,543,23323,1
445338738,985,86986,4
283128529,543,48573,9
441726928,657,51279,6
531367265,543,64434,9
537392523,657,37167,9
146385212,543,63812,3
581744657,657,22788,6
944186299,657,33221,2
862477281,233,77856,6
153165852,234,85515,5
466225726,543,52332,3
937985175,657,25747,6
186617298,657,65316,7
323647561,543,26313,2
713858519,233,85152,6
165398299,543,47294,5
729877853,657,13292,3
664681299,233,91514,5
282587331,657,63665,8
395667547,233,37622,7
179657558,233,38297,1
335479612,985,44619,5
145155938,234,73467,8
314964285,985,42786,1
548343845,985,66479,3
568928885,657,94918,8
746257238,985,97156,2
932138456,233,79527,9
666921575,543,93359,7
439845546,543,16197,5
348612359,234,38545,3
293621893,233,76744,3
213567694,543,82456,9
126786727,985,92983,1
781415629,233,19441,8
823348216,543,15883,7
919857691,233,19536,8
727325435,657,27596,6
976776398,543,48649,7
458369269,234,15451,3
338139786,234,33799,8
636623835,985,65776,2
745294665,657,68573,4
429781762,233,92265,2
242815552,657,92848,4
433942811,657,76527,9
279543769,657,56132,2
334267352,543,45876,6
996427191,985,47315,1
146223432,985,29214,1
989366144,985,61143,8
848447549,233,83344,1
459181429,234,59247,4
825493418,233,32346,8
758398187,234,93126,8
759828163,985,84196,5
488754827,657,59692,8
519197423,233,26199,5
875252349,657,56688,1
448165134,233,55168,1
463994322,543,55292,8
822815358,657,68567,9
259656777,233,32473,4
197733619,234,56571,4
194383612,657,47677,5
329875176,233,94864,6
562916219,233,57413,6
424855182,657,96549,6
981616236,234,78796,2
252844219,233,47158,8
296492471,657,67174,2
557187225,233,14122,5
827938767,985,72891,5
485728955,657,14493,3
995283745,543,81485,2
213684698,985,35552,9
874987927,543,19374,5
291894114,233,61749,8
963693926,233,28667,9
436712466,234,35641,6
428881911,543,56538,4
737235283,234,74186,6
446261893,234,38242,2
196841732,234,36136,2
753528748,233,23787,8
528553398,543,47887,2
811293993,234,87641,1
787371825,233,86953,1
174766874,657,85813,3
418526734,233,54685,1
348988896,234,64418,9
348878639,234,54646,5
248635576,657,14294,5
481287367,234,85533,5
892831445,233,22868,4
788385614,234,53485,7
369284826,543,64148,3
589217142,657,45432,5
639713757,233,46123,8
174394777,985,48839,8
562375748,234,97247,9
434992143,543,57519,8
917471786,657,99745,4
971938246,657,42131,4
787576632,985,36525,8
125849812,543,67985,4
185347636,985,16682,6
822434372,233,51177,7
349576143,234,84859,8
296441123,233,56386,8
932988984,234,83463,4
628918283,543,62938,2
332416279,234,87857,8
132144124,543,47421,7
639743387,543,17748,7
121977523,543,16945,4
976118895,657,51858,8
279755239,543,91827,8
152617757,543,83993,7
277185438,985,63676,2
866941295,543,26911,6
138429828,233,24339,7
657769427,657,97264,4
219612262,985,97745,9
176233916,657,98772,6
171393749,234,18441,3
666459292,657,76124,6
536495643,233,92838,4
451876361,234,43898,3
968944394,543,63128,3
886619117,543,95947,1
938291864,234,83429,1
625859333,657,34335,3
371111891,543,78184,8
853258337,657,52944,3
123854977,234,68812,4
938779532,657,41581,1
297654483,985,56873,5
749916454,985,43426,1
331695426,657,82494,2
774825993,657,86636,3
471384266,543,66217,7
495396495,233,17311,8
495148725,543,52226,6
143242846,234,59881,3
195867883,985,91675,4
243187536,233,19531,8
731519332,543,68423,2
157315267,233,72674,6
287193285,657,71246,9
322682891,985,68126,5
541697267,657,44935,7
619242463,657,86831,4
746887637,543,18318,4
757194225,985,56833,4
827837728,543,81694,7
356811113,985,94881,9
164144739,543,18664,9
223197389,233,92539,6
631675164,234,46933,5
627128322,657,55619,1
836785646,233,73777,9
978789296,234,31842,5
889786747,985,99644,4
154515559,985,32838,9
962246921,543,97333,5
423757319,234,96164,8
395536779,234,72276,6
949111275,234,61926,6
347141655,543,46121,9
644946636,234,97114,7
416688398,543,57965,5
694923692,543,22675,6
879232815,233,55498,8
761859577,233,85119,1
141726478,985,35383,9
598865965,985,19844,8
222969524,985,99533,3
644123923,657,75559,5
517699774,234,26619,3
275296133,234,62317,8
167973954,543,12771,5
435868316,233,93582,5
494777951,985,23377,7
944294658,233,66258,9
322561347,657,83622,3
442796131,233,83937,1
991862943,543,87629,5
213778825,233,19594,6
155581227,234,63449,2
794237835,234,17367,7
815829785,657,59675,4
152153847,233,72819,5
774842332,234,14838,1
317897746,234,98537,7
244713572,233,31712,6
818957324,985,73366,3
858924894,233,99985,3
931898826,234,18597,6
593467632,985,76413,1
361187438,985,49932,4
753894398,233,65993,8
128611793,234,93325,1
592983976,657,64337,3
377564814,233,75224,3
446239213,233,25561,5
839796486,234,99881,1
132368281,234,77772,6
161351281,985,87975,1
338581444,233,46596,6
316858638,985,73547,8
619229974,543,16728,3
835411641,657,81773,4
322447365,233,45645,9
915672858,233,72696,2
166217329,985,13781,8
173823649,233,97913,8
319268673,233,28837,9
943777944,233,73611,9
333599991,657,25656,2
497323451,985,16547,5
742946874,233,54291,4
781877179,543,54973,3
398614688,657,96373,4
382539757,543,73817,4
515179896,233,86129,9
841651438,233,83294,4
946436293,233,56589,7
498569483,657,21261,1
827817321,657,89735,6
417474174,543,18823,1
971776811,985,95961,9
914345513,985,33148,7
253167399,657,65311,6
866252427,657,78754,2
689498896,234,17176,1
658446689,543,24948,7
818255799,233,27192,2
421932482,234,37154,4
986646729,657,11876,4
184128748,233,41835,1
982824256,233,31326,6
431716572,543,56286,2
734114911,985,43772,4
798574548,234,26213,3
375766676,985,67316,8
583544422,234,16398,7
549678572,234,36595,9
514973377,543,42561,4
146443464,233,59779,1
827782755,657,32825,7
636113697,233,37778,7
522985262,657,61655,9
536114224,985,37924,2
954231546,985,23611,5
323418662,234,93566,1
725464871,985,85633,6
362716969,657,17969,3
965386645,657,74574,8
715154738,234,26577,8
443821249,985,94616,6
535144149,543,99471,6
266336323,657,26423,2
461191136,985,57851,2
924991123,233,83166,5
524575523,657,43886,9
519815247,234,49548,1
172789697,233,12461,1
454735388,233,77299,5
863126121,234,37373,9
553165924,233,64278,2
613622576,657,44188,1
529841438,233,28884,4
536738994,543,31549,5
466962834,233,75396,5
318636296,543,94659,9
475592458,985,57289,9
478952833,234,37471,2
336493577,985,72395,4
235856728,543,79662,2
838292854,233,24963,4
643331972,657,55557,2
639398687,234,46922,8
343836463,543,19258,1
622826656,543,98175,1
265449469,234,91771,5
896658585,543,18752,5
465767219,657,38726,7
633623474,657,31417,1
971758324,233,38973,7
282268219,985,52493,7
588327892,657,86549,7
795359146,543,32573,2
959711654,657,51542,5
199867291,233,65114,4
999373846,543,77797,1
537624383,543,61212,6
241679628,233,87898,9
729923393,657,52397,4
335314413,543,72655,6
337284632,985,59838,8
785632889,985,35683,9
111213298,233,22183,5
958995124,543,34917,6
554226141,234,45564,2
335156763,234,84181,6
695529472,543,84257,5
858871662,234,57372,4
231699297,234,19585,5
327637337,985,32829,7
355244749,657,59343,5
812781512,657,31235,9
718275241,985,96799,1
569816652,234,89886,2
341525927,233,12784,9
377713384,234,73493,5
853538463,657,87171,6
153594581,234,65183,7
199977489,985,11759,1
399227914,543,76674,8
436343242,543,64945,3
858693998,657,84815,3
459981661,543,73454,1
659373953,985,39348,9
852829853,543,76623,2
626379293,233,81484,4
385419717,657,68965,8
447326219,234,46663,1
249857824,657,21499,8
962646324,657,17959,8
826574491,233,89944,6
433455735,543,32591,8
252686254,985,65214,5
752844664,543,22896,4
725422393,985,87427,4
956933311,234,56783,7
819254692,234,13976,1
845339619,543,79172,3
675414821,985,62281,2
639816311,234,87664,6
665892266,543,16226,3
828958873,233,67252,5
698557475,234,64193,3
928543525,543,39776,1
938734194,657,21833,8
763941743,234,92313,1
564548314,657,72249,2
589288524,985,76375,4
353771427,234,67415,6
788869148,985,14983,5
254591976,657,42182,2
652924432,233,75734,4
969465954,234,37877,1
358827845,233,73826,1
129611686,233,71816,3
318683418,233,46575,8
626621614,233,32714,8
947792141,233,48392,1
869761865,233,92363,4
979221746,657,62372,8
625119991,233,76956,3
834747296,657,26738,3
497484966,233,82283,8
343329184,234,51488,4
618631867,543,21948,1
324159646,234,14287,1
567464998,985,27947,1
313824724,233,38284,6
537451163,985,21584,5
514741418,543,47996,6
546219551,657,11767,6
543153529,234,86217,5
953549694,657,95839,3
438842284,234,66898,5
943583369,234,66751,8
153916744,657,32954,8
659635177,657,18971,6
362342814,543,42618,8
296354291,543,47426,2
417657916,985,28754,1
987983943,543,53335,8
959446728,234,52178,9
597849964,543,69443,6
378931826,233,45747,7
651353743,234,95547,2
587566375,233,44443,6
886566842,234,75698,1
594199768,985,85171,3
185196839,543,51774,5
377726655,234,48726,6
956556449,985,88429,5
359743537,543,25714,2
976562693,543,43344,7
375288452,657,49859,9
438646234,234,66484,5
743142912,657,76373,5
924841912,985,55561,4
877363623,234,59862,6
322639569,985,38553,6
616462273,234,25314,9
458544395,234,82662,6
793295474,233,15918,5
511658678,985,17575,7
295497353,657,27132,2
383728943,657,18457,1
331582648,233,96895,9
561335489,234,84911,8
479289829,234,41593,1
423128442,233,49839,4
547333717,657,17737,4
158224888,543,55421,8
343371551,657,41675,4
324659545,234,97345,4
684735176,234,88318,5
385262442,985,74157,2
455938924,233,68371,9
975496224,985,36831,3
937952676,234,43598,8
476766874,543,45852,2
262412353,657,24877,2
164485775,985,11841,3
455159666,233,18857,6
657413285,657,67185,4
972977687,233,61999,6
147141738,985,86964,5
416786275,543,14337,8
199824191,543,35925,3
293334919,657,32452,7
711451286,657,28649,4
554651434,543,39589,6
743247373,234,38591,5
295824664,985,21285,7
195469742,234,76822,6
844484969,543,67434,9
954232639,657,38865,5
537788253,985,27423,4
417372541,657,47586,4
437576455,233,25231,3
939383756,234,11612,9
196424375,985,41921,7
978945424,234,87812,6
986463454,234,29731,1
146439133,234,63559,3
527431273,543,18956,6
184751189,233,32646,5
825942622,234,18355,2
712864337,657,33374,3
643933665,657,26741,6
533959557,234,42111,1
941217695,543,97631,7
515291559,543,38943,2
877991592,234,47423,6
651988687,234,75841,7
861769292,985,75363,1
764237177,657,65581,2
535454653,985,57484,2
626796219,233,89474,1
111229823,543,11957,2
859825574,985,94994,3
965188854,234,58898,3
371876651,234,68385,9
768298863,985,73119,7
121581263,234,69323,8
233162662,657,53942,6
211176399,234,67561,7
385288531,233,39696,6
999978121,657,58521,8
122154227,657,56264,2
787976137,657,75981,8
147894647,234,58256,9
937493194,657,64814,5
656451213,233,87243,3
766649965,543,81466,9
381451238,543,81617,6
967686149,985,85659,4
257583467,233,12386,9
196572743,543,99274,1
476198958,543,75683,3
274681113,985,35529,1
137929185,233,58587,2
623658887,657,44627,3
874523292,657,89576,6
178524225,657,76393,5
699181467,233,68353,5
976522974,657,56882,1
474542828,233,16416,4
444732178,543,97147,6
927664183,985,54297,7
363262161,233,78865,5
794266542,543,82216,5
817257678,234,83967,4
769476968,657,19275,1
113682413,543,18261,5
771974995,543,34459,2
557583474,657,13194,2
235364213,543,74872,2
849393874,985,76122,3
333695152,234,89831,4
542856487,234,48814,1
985562632,543,69196,3
477437732,657,99846,5
728735168,543,12647,8
893252898,543,72559,4
693749798,543,37162,1
226829432,234,55748,5
281623382,233,98622,8
262683671,657,56456,8
782938539,233,56388,2
961167653,985,59465,1
742951254,985,21493,2
752312528,233,35934,4
987755748,233,53351,5
423696661,234,17799,7
444914899,985,29295,4
161128756,657,71468,1
387391444,234,25142,5
385496772,234,61476,5
664464546,985,88688,5
497352332,233,53463,6
389319935,233,38166,1
979988866,543,62181,6
449633273,543,94383,6
778389825,233,27931,4
945323765,985,46164,4
694662621,543,13576,5
923577175,233,98233,2
431887717,985,27994,6
643624796,985,27657,4
561227722,543,18277,2
426478187,543,16432,5
386838136,985,81784,8
362379233,543,84213,5
266916678,985,72741,4
766315153,657,95945,9
723698794,985,54783,6
122948823,233,61754,2
711533293,657,76846,8
439661851,985,25692,5
389913959,543,53536,5
594814497,234,44417,3
281756356,543,85755,2
934727293,657,36942,1
226522524,233,64563,6
599566431,985,32636,3
588546498,233,12333,7
115734193,985,51749,6
946147976,657,75535,5
174517799,233,12639,2
924326649,657,85997,2
912751685,543,73874,5
149761858,233,41619,2
161268624,233,84579,3
694591212,233,99849,7
117296779,233,32853,7
628695153,543,99112,6
367684347,543,11524,5
399946429,985,18214,1
757336878,543,29287,2
579157532,234,52219,8
382125262,985,89961,8
323689448,233,84834,6
934339119,985,34138,9
212833386,543,63938,3
191278835,985,38491,5
271933325,234,22725,2
966311657,234,74748,6
127383367,657,76256,4
395344274,234,94642,2
588163235,233,29557,8
425896719,985,58558,5
112537865,985,21168,9
689228143,234,13466,3
122415796,985,63423,7
428265119,657,98525,2
345674496,233,69557,1
415582784,543,77522,3
786112311,657,94233,6
649573259,234,44585,5
913662166,657,88789,6
778796314,233,72421,1
821312373,233,98424,6
975119489,657,67513,6
476743135,234,86458,7
178615299,985,94917,5
755486343,234,86743,4
915631679,543,79636,4
836822154,543,48691,2
219281483,233,89787,7
721998295,234,11315,6
594841478,543,36651,6
467913791,657,77921,6
557259426,233,48618,4
515821978,543,19255,7
188256942,657,41846,1
116838393,234,27353,6
196187628,543,69726,8
796685136,543,11411,7
877442786,657,81743,5
976552291,543,87352,1
465764993,657,58262,3
638663964,234,84676,1
724181125,234,92233,6
454169279,657,45812,1
673964152,985,36713,2
579219718,233,25138,2
917235771,985,17614,9
323284649,234,79143,9
574849612,233,11299,9
427815976,657,85839,8
256443167,985,65489,5
945285615,657,83212,3
435637316,543,57335,7
349154125,234,23928,7
112848148,657,76691,5
119193434,657,94797,2
786861256,985,35942,3
148315656,543,77331,2
485221431,234,99616,6
984558879,234,51611,5
817915269,985,31198,2
999629947,985,47419,6
828595251,985,11872,7
959931161,233,13715,4
796222296,234,88452,2
862253232,234,17112,5
781874815,233,25697,8
838488957,233,68746,8
588329117,234,25437,8
989589537,543,41639,8
362792983,657,78525,1
114348644,543,17251,4
124759731,985,36238,5
722565714,985,19911,5
569882853,985,49147,1
899244669,233,51956,1
117746179,657,49543,1
865454395,234,57411,4
549692993,985,31386,8
648357772,985,13292,5
953185198,543,55332,1
126312752,233,22134,2
474795775,234,16896,1
985519366,657,46255,2
296412139,234,32418,3
389494199,234,47522,4
961989938,657,76717,7
399425146,985,43214,4
725361633,543,85513,6
945888575,985,92613,9
296482875,985,23659,9
493728986,657,67281,9
286177835,985,22767,3
874756433,233,58982,4
433292684,233,15684,6
665696665,543,21877,5
496542953,234,82387,1
171726583,234,39733,2
942253157,657,84637,4
276227589,234,87851,5
735935254,657,88647,9
115788934,985,78163,4
511649388,543,98147,5
267921232,543,84799,2
426935893,234,17618,2
277268238,234,57989,2
694531425,234,66582,2
119619769,234,48693,7
481375897,543,81519,1
126928864,985,32887,3
194486122,985,45634,7
871382295,543,86452,2
425299382,985,21789,2
881259715,543,91231,5
145595634,657,39471,1
254756359,233,94739,4
849111647,657,39834,5
369274357,543,64752,4
643637229,985,32746,6
464123187,543,23768,8
663872848,985,56985,6
473279742,985,33928,8
941742755,985,55536,3
215113862,233,25288,5
